,greek_id,greek_word,gloss,sent_id,gorgias
4859,101683559,τῷ,the,261,
4860,101683560,ἀδικοῦντι,the wrongdoer,261,
4861,101683561,",",",",261,
4862,101683562,ἵνα,so that,261,
4863,101683563,μὴ,not,261,
4864,101683564,ἐνθάδε,here,261,
4865,101683565,μένω,remain,261,
4866,101683566,καταγέλαστος,despised,261,
4867,101683567,παρὰ,beside,261,
4868,101683568,νηυσὶ,ships,261,
4869,101683569,κορωνίσιν,crow-headed,261,
4870,101683570,ἄχθος,burden,261,
4871,101683571,ἀρούρης,of the field,261,
4872,101683572,,,261,
4873,101683573,.,.,261,
4874,101683574,μὴ,not,262,
4875,101683575,αὐτὸν,him,262,
4876,101683576,οἴει,think,262,
4877,101683577,φροντίσαι,to care,262,
4878,101683578,θανάτου,of death,262,
4879,101683579,καὶ,and,262,
4880,101683580,κινδύνου,danger,262,
4881,101683581,,,262,
4882,101683582,;,?,262,
4883,101683583,οὕτω,so,263,
4884,101683584,γὰρ,for,263,
4885,101683585,ἔχει,is,263,
4886,101683586,",",",",263,
4887,101683587,ὦ,O,263,
4888,101683588,ἄνδρες,men,263,
4889,101683589,Ἀθηναῖοι,Athenians,263,
4890,101683590,",",",",263,
4891,101683591,τῇ,the,263,
4892,101683592,ἀληθείᾳ,truth,263,
4893,101683593,.,.,263,
4894,101683594,οὗ,Not,264,
4895,101683595,ἄν,if,264,
4896,101683596,τις,anyone,264,
4897,101683597,ἑαυτὸν,himself,264,
4898,101683598,τάξῃ,should be appointed,264,
4899,101683599,ἡγησάμενος,thinking,264,
4900,101683600,βέλτιστον,best,264,
4901,101683601,εἶναι,to be,264,
4902,101683602,ἢ,if,264,
4903,101683603,ὑπ',by,264,
4904,101683604,ἄρχοντος,of a ruler,264,
4905,101683605,ταχθῇ,be assigned,264,
4906,101683606,",",",",264,
4907,101683607,ἐνταῦθα,there,264,
4908,101683608,δεῖ,it is necessary,264,
4909,101683609,",",",",264,
4910,101683610,ὡς,as,264,
4911,101683611,ἐμοὶ,to me,264,
4912,101683612,δοκεῖ,it seems,264,
4913,101683613,",",",",264,
4914,101683614,μένοντα,remaining,264,
4915,101683615,κινδυνεύειν,to risk,264,
4916,101683616,",",",",264,
4917,101683617,μηδὲν,nothing,264,
4918,101683618,ὑπολογιζόμενον,counting,264,
4919,101683619,μή,not,264,
4920,101683620,-τε,-or,264,
4921,101683621,θάνατον,death,264,
4922,101683622,μή,not,264,
4923,101683623,-τε,or,264,
4924,101683624,ἄλλο,anything else,264,
4925,101683625,μηδὲν,nothing,264,
4926,101683626,πρὸ,before,264,
4927,101683627,τοῦ,of the,264,
4928,101683628,αἰσχροῦ,shameful,264,
4929,101683629,.,.,264,
4930,101683630,ἐγὼ,I,265,
4931,101683631,οὖν,therefore,265,
4932,101683632,δεινὰ,terrible,265,
4933,101683633,ἂν,would,265,
4934,101683634,εἴην,would have been,265,
4935,101683635,εἰργασμένος,having done,265,
4936,101683636,",",",",265,
4937,101683637,ὦ,O,265,
4938,101683638,ἄνδρες,men,265,
4939,101683639,Ἀθηναῖοι,Athenians,265,
4940,101683640,",",",",265,
4941,101683641,εἰ,if,265,
4942,101683642,ὅτε,when,265,
4943,101683643,μέν,on the one hand,265,
4944,101683644,με,me,265,
4945,101683645,οἱ,the,265,
4946,101683646,ἄρχοντες,commanders,265,
4947,101683647,ἔταττον,ordered,265,
4948,101683648,",",",",265,
4949,101683649,οὓς,whom,265,
4950,101683650,ὑμεῖς,you,265,
4951,101683651,εἵλεσθε,chose,265,
4952,101683652,ἄρχειν,to rule,265,
4953,101683653,μου,of me,265,
4954,101683654,",",",",265,
4955,101683655,καὶ,and,265,
4956,101683656,ἐν,at,265,
4957,101683657,Ποτειδαίᾳ,Potidaea,265,
4958,101683658,καὶ,and,265,
4959,101683659,ἐν,in,265,
4960,101683660,Ἀμφιπόλει,Amphipolis,265,
4961,101683661,καὶ,and,265,
4962,101683662,ἐπὶ,at,265,
4963,101683663,Δηλίῳ,on Delos,265,
4964,101683664,",",",",265,
4965,101683665,τότε,then,265,
4966,101683666,μὲν,on the one hand,265,
4967,101683667,οὗ,not,265,
4968,101683668,ἐκεῖνοι,those,265,
4969,101683669,ἔταττον,ordered,265,
4970,101683670,ἔμενον,remained,265,
4971,101683671,ὥσπερ,just as,265,
4972,101683672,καὶ,and,265,
4973,101683673,ἄλλος,other,265,
4974,101683674,τις,anyone,265,
4975,101683675,καὶ,and,265,
4976,101683676,ἐκινδύνευον,was in danger,265,
4977,101683677,ἀποθανεῖν,to die,265,
4978,101683678,",",",",265,
4979,101683679,τοῦ,the,265,
4980,101683680,δὲ,but,265,
4981,101683681,θεοῦ,of god,265,
4982,101683682,τάττοντος,ordering,265,
4983,101683683,",",",",265,
4984,101683684,ὡς,as,265,
4985,101683685,ἐγὼ,I,265,
4986,101683686,ᾠήθην,I believed,265,
4987,101683687,τε,and,265,
4988,101683688,καὶ,and,265,
4989,101683689,ὑπέλαβον,I supposed,265,
4990,101683690,",",",",265,
4991,101683691,φιλοσοφοῦντά,philosophizing,265,
4992,101683692,με,me,265,
4993,101683693,δεῖν,to be necessary,265,
4994,101683694,ζῆν,to live,265,
4995,101683695,καὶ,and,265,
4996,101683696,ἐξετάζοντα,examining,265,
4997,101683697,ἐμαυτὸν,myself,265,
4998,101683698,καὶ,and,265,
4999,101683699,τοὺς,the,265,
5000,101683700,ἄλλους,others,265,
5001,101683701,",",",",265,
5002,101683702,ἐνταῦθα,then,265,
5003,101683703,δὲ,but,265,
5004,101683704,φοβηθεὶς,being afraid,265,
5005,101683705,ἢ,or,265,
5006,101683706,θάνατον,death,265,
5007,101683707,ἢ,or,265,
5008,101683708,ἄλλ’,other,265,
5009,101683709,ὁτιοῦν,anything,265,
5010,101683710,πρᾶγμα,thing,265,
5011,101683711,λίποιμι,should abandon,265,
5012,101683712,τὴν,the,265,
5013,101683713,τάξιν,post,265,
5014,101683714,.,.,265,
5015,101683715,δεινόν,terrible,266,
5016,101683716,τα-,these,266,
5017,101683717,τἂν,if,266,
5018,101683718,εἴη,it were,266,
5019,101683719,",",",",266,
5020,101683720,καὶ,and,266,
5021,101683721,ὡς,as,266,
5022,101683722,ἀληθῶς,truly,266,
5023,101683723,τότ',then,266,
5024,101683724,ἄν,would,266,
5025,101683725,με,me,266,
5026,101683726,δικαίως,rightly,266,
5027,101683727,εἰσάγοι,would bring,266,
5028,101683728,τις,someone,266,
5029,101683729,εἰς,into,266,
5030,101683730,δικαστήριον,court,266,
5031,101683731,",",",",266,
5032,101683732,ὅτι,that,266,
5033,101683733,οὐ,not,266,
5034,101683734,νομίζω,I think,266,
5035,101683735,θεοὺς,gods,266,
5036,101683736,εἶναι,to be,266,
5037,101683737,ἀπειθῶν,disobeying,266,
5038,101683738,τῇ,the,266,
5039,101683739,μαντείᾳ,oracle,266,
5040,101683740,καὶ,and,266,
5041,101683741,δεδιὼς,fearing,266,
5042,101683742,θάνατον,death,266,
5043,101683743,καὶ,and,266,
5044,101683744,οἰόμενος,thinking,266,
5045,101683745,σοφὸς,wise,266,
5046,101683746,εἶναι,to be,266,
5047,101683747,οὐκ,not,266,
5048,101683748,ὤν,being,266,
5049,101683749,.,.,266,
5050,101683750,τὸ,the,267,
5051,101683751,γάρ,for,267,
5052,101683752,τοι,indeed,267,
5053,101683753,θάνατον,death,267,
5054,101683754,δεδιέναι,to fear,267,
5055,101683755,",",",",267,
5056,101683756,ὦ,O,267,
5057,101683757,ἄνδρες,men,267,
5058,101683758,",",",",267,
5059,101683759,οὐδὲν,nothing,267,
5060,101683760,ἄλλο,anything,267,
5061,101683761,ἐστὶν,is,267,
5062,101683762,ἢ,than,267,
5063,101683763,δοκεῖν,to seem,267,
5064,101683764,σοφὸν,wise,267,
5065,101683765,εἶναι,to be,267,
5066,101683766,μὴ,not,267,
5067,101683767,ὄντα,being,267,
5068,101683768,.,.,267,
5069,101683769,δοκεῖν,to seem,268,
5070,101683770,γὰρ,for,268,
5071,101683771,εἰδέναι,to-know,268,
5072,101683772,ἐστὶν,is,268,
5073,101683773,ἃ,that,268,
5074,101683774,οὐκ,not,268,
5075,101683775,οἶδεν,knows,268,
5076,101683776,.,.,268,
5077,101683777,οἶδε,know,269,
5078,101683778,μὲν,indeed,269,
5079,101683779,γὰρ,for,269,
5080,101683780,οὐδεὶς,no one,269,
5081,101683781,τὸν,the,269,
5082,101683782,θάνατον,death,269,
5083,101683783,οὐ,not,269,
5084,101683784,-δ’,and,269,
5085,101683785,εἰ,is,269,
5086,101683786,τυγχάνει,encounters,269,
5087,101683787,τῷ,to,269,
5088,101683788,ἀνθρώπῳ,to any human being,269,
5089,101683789,πάντων,of all,269,
5090,101683790,μέγιστον,greatest,269,
5091,101683791,ὂν,being,269,
5092,101683792,τῶν,of the,269,
5093,101683793,ἀγαθῶν,goods,269,
5094,101683794,",",",",269,
5095,101683795,δεδίασι,fear,269,
5096,101683796,δ’,and,269,
5097,101683797,ὡς,as,269,
5098,101683798,εὖ,well,269,
5099,101683799,εἰδότες,thinking,269,
5100,101683800,ὅτι,that,269,
5101,101683801,μέγιστον,greatest,269,
5102,101683802,τῶν,of the,269,
5103,101683803,κακῶν,evils,269,
5104,101683804,ἐστι,is,269,
5105,101683805,.,.,269,
5106,101683806,καίτοι,yet,270,
5107,101683807,πῶς,in what way,270,
5108,101683808,οὐκ,not,270,
5109,101683809,ἀμαθία,ignorance,270,
5110,101683810,ἐστὶν,is,270,
5111,101683811,αὕτη,this,270,
5112,101683812,ἡ,that,270,
5113,101683813,ἐπονείδιστος,blameworthy,270,
5114,101683814,",",",",270,
5115,101683815,ἡ,that,270,
5116,101683816,τοῦ,of,270,
5117,101683817,οἴεσθαι,to think,270,
5118,101683818,εἰδέναι,to know,270,
5119,101683819,ἃ,what,270,
5120,101683820,οὐκ,not,270,
5121,101683821,οἶδεν,knows,270,
5122,101683822,;,?,270,
5123,101683823,ἐγὼ,I,271,
5124,101683824,δ’,but,271,
5125,101683825,",",",",271,
5126,101683826,ὦ,O,271,
5127,101683827,ἄνδρες,gentlemen,271,
5128,101683828,",",",",271,
5129,101683829,τούτῳ,here,271,
5130,101683830,καὶ,and,271,
5131,101683831,ἐνταῦθα,here,271,
5132,101683832,ἴσως,perhaps,271,
5133,101683833,διαφέρω,I differ,271,
5134,101683834,τῶν,of the,271,
5135,101683835,πολλῶν,many,271,
5136,101683836,ἀνθρώπων,of men,271,
5137,101683837,",",",",271,
5138,101683838,καὶ,and,271,
5139,101683839,εἰ,if,271,
5140,101683840,δή,indeed,271,
5141,101683841,τῳ,than,271,
5142,101683842,σοφώτερός,wiser,271,
5143,101683843,του,than,271,
5144,101683844,φαίην,seemed,271,
5145,101683845,εἶναι,to be,271,
5146,101683846,",",",",271,
5147,101683847,τούτῳ,this,271,
5148,101683848,ἄν,would,271,
5149,101683849,",",",",271,
5150,101683850,ὅτι,that,271,
5151,101683851,οὐκ,not,271,
5152,101683852,εἰδὼς,knowing,271,
5153,101683853,ἱκανῶς,sufficiently,271,
5154,101683854,περὶ,about,271,
5155,101683855,τῶν,of the,271,
5156,101683856,ἐν,in,271,
5157,101683857,Ἅιδου,of Hades,271,
5158,101683858,οὕτω,thus,271,
5159,101683859,καὶ,and,271,
5160,101683860,οἴομαι,I think,271,
5161,101683861,οὐκ,not,271,
5162,101683862,εἰδέναι,to know,271,
5163,101683863,.,.,271,
5164,101683864,τὸ,the,272,
5165,101683865,δὲ,but,272,
5166,101683866,ἀδικεῖν,to do injustice,272,
5167,101683867,καὶ,and,272,
5168,101683868,ἀπειθεῖν,to disobey,272,
5169,101683869,τῷ,to,272,
5170,101683870,βελτίονι,better,272,
5171,101683871,καὶ,and,272,
5172,101683872,θεῷ,god,272,
5173,101683873,καὶ,and,272,
5174,101683874,ἀνθρώπῳ,man,272,
5175,101683875,",",",",272,
5176,101683876,ὅτι,that,272,
5177,101683877,κακὸν,evil,272,
5178,101683878,καὶ,and,272,
5179,101683879,αἰσχρόν,shameful,272,
5180,101683880,ἐστιν,is,272,
5181,101683881,οἶδα,I know,272,
5182,101683882,.,.,272,
5183,101683883,πρὸ,before,273,
5184,101683884,οὖν,therefore,273,
5185,101683885,τῶν,of the,273,
5186,101683886,κακῶν,evils,273,
5187,101683887,ὧν,which,273,
5188,101683888,οἶδα,know,273,
5189,101683889,ὅτι,that,273,
5190,101683890,κακά,evil,273,
5191,101683891,ἐστιν,are,273,
5192,101683892,",",",",273,
5193,101683893,ἃ,what,273,
5194,101683894,μὴ,not,273,
5195,101683895,οἶδα,I know,273,
5196,101683896,εἰ,that,273,
5197,101683897,καὶ,and,273,
5198,101683898,ἀγαθὰ,good,273,
5199,101683899,ὄντα,being,273,
5200,101683900,τυγχάνει,turns out,273,
5201,101683901,οὐδέποτε,ever,273,
5202,101683902,φοβήσομαι,I will fear,273,
5203,101683903,οὐ,not,273,
5204,101683904,-δὲ,and,273,
5205,101683905,φεύξομαι,I will flee,273,
5206,101683906,.,.,273,
5207,101683907,ὥστε,so,274,
5208,101683908,οὐ,not,274,
5209,101683909,-δ’,and,274,
5210,101683910,εἴ,that,274,
5211,101683911,με,me,274,
5212,101683912,νῦν,now,274,
5213,101683913,ὑμεῖς,you,274,
5214,101683914,ἀφίετε,let,274,
5215,101683915,Ἀνύτῳ,Anitus,274,
5216,101683916,ἀπιστήσαντες,having not believed,274,
5217,101683917,",",",",274,
5218,101683918,ὃς,who,274,
5219,101683919,ἔφη,said,274,
5220,101683920,ἢ,or,274,
5221,101683921,τὴν,the,274,
5222,101683922,ἀρχὴν,beginning,274,
5223,101683923,οὐ,not,274,
5224,101683924,δεῖν,to need,274,
5225,101683925,ἐμὲ,me,274,
5226,101683926,δεῦρο,here,274,
5227,101683927,εἰσελθεῖν,to enter,274,
5228,101683928,ἤ,or,274,
5229,101683929,",",",",274,
5230,101683930,ἐπειδὴ,since,274,
5231,101683931,εἰσῆλθον,entered,274,
5232,101683932,",",",",274,
5233,101683933,οὐχ,not,274,
5234,101683934,οἷόν,possible,274,
5235,101683935,τ',,274,
5236,101683936,εἶναι,to be,274,
5237,101683937,τὸ,the,274,
5238,101683938,μὴ,not,274,
5239,101683939,ἀποκτεῖναί,to kill,274,
5240,101683940,με,me,274,
5241,101683941,",",",",274,
5242,101683942,λέγων,saying,274,
5243,101683943,πρὸς,to,274,
5244,101683944,ὑμᾶς,you,274,
5245,101683945,ὡς,that,274,
5246,101683946,εἰ,if,274,
5247,101683947,διαφευξοίμην,I might escape,274,
5248,101683948,ἤδη,already,274,
5249,101683949,ἂν,would,274,
5250,101683950,ὑμῶν,your,274,
5251,101683951,οἱ,the,274,
5252,101683952,ὑεῖς,sons,274,
5253,101683953,ἐπιτηδεύοντες,practicing,274,
5254,101683954,ἃ,what,274,
5255,101683955,Σωκράτης,Socrates,274,
5256,101683956,διδάσκει,teaches,274,
5257,101683957,πάντες,all,274,
5258,101683958,παντάπασι,completely,274,
5259,101683959,διαφθαρήσονται,will be ruined,274,
5260,101683960,",",",",274,
5261,101683961,—,—,274,
5262,101683962,εἴ,if,274,
5263,101683963,μοι,me,274,
5264,101683964,πρὸς,concerning,274,
5265,101683965,ταῦτα,these things,274,
5266,101683966,εἴποιτε,you say,274,
5267,101683967,",",",",274,
5268,101683968,,,274,
5269,101683969,ὦ,O,274,
5270,101683970,Σώκρατες,Socrates,274,
5271,101683971,",",",",274,
5272,101683972,νῦν,now,274,
5273,101683973,μὲν,indeed,274,
5274,101683974,Ἀνύτῳ,Anytus,274,
5275,101683975,οὐ,not,274,
5276,101683976,πεισόμεθα,will be persuaded,274,
5277,101683977,ἀλλ’,but,274,
5278,101683978,ἀφίεμέν,release,274,
5279,101683979,σε,you,274,
5280,101683980,",",",",274,
5281,101683981,ἐπὶ,on,274,
5282,101683982,τούτῳ,this,274,
5283,101683983,μέντοι,however,274,
5284,101683984,",",",",274,
5285,101683985,ἐφ',on,274,
5286,101683986,ᾧτε,so that,274,
5287,101683987,μηκέτι,no longer,274,
5288,101683988,ἐν,in,274,
5289,101683989,ταύτῃ,this,274,
5290,101683990,τῇ,the,274,
5291,101683991,ζητήσει,investigation,274,
5292,101683992,διατρίβειν,to spend time,274,
5293,101683993,μη,not,274,
5294,101683994,-δὲ,and,274,
5295,101683995,φιλοσοφεῖν,to philosophize,274,
5296,101683996,.,.,274,
5297,101683997,ἐὰν,if,275,
5298,101683998,δὲ,but,275,
5299,101683999,ἁλῷς,caught,275,
5300,101684000,ἔτι,still,275,
5301,101684001,τοῦτο,this,275,
5302,101684002,πράττων,doing,275,
5303,101684003,",",",",275,
5304,101684004,ἀποθανῇ,die,275,
5305,101684005, , ,275,
5306,101684006,—,—,275,
5307,101684007,εἰ,if,275,
5308,101684008,οὖν,then,275,
5309,101684009,με,me,275,
5310,101684010,",",",",275,
5311,101684011,ὅπερ,which,275,
5312,101684012,εἶπον,said,275,
5313,101684013,",",",",275,
5314,101684014,ἐπὶ,on,275,
5315,101684015,τούτοις,on these points,275,
5316,101684016,ἀφίοιτε,release,275,
5317,101684017,",",",",275,
5318,101684018,εἴποιμ’,I would say,275,
5319,101684019,ἂν,if,275,
5320,101684020,ὑμῖν,you,275,
5321,101684021,ὅτι,that,275,
5322,101684022,,,275,
5323,101684023,ἐγὼ,I,275,
5324,101684024,ὑμᾶς,you,275,
5325,101684025,",",",",275,
5326,101684026,ὦ,O,275,
5327,101684027,ἄνδρες,men,275,
5328,101684028,Ἀθηναῖοι,Athenians,275,
5329,101684029,",",",",275,
5330,101684030,ἀσπάζομαι,welcome,275,
5331,101684031,μὲν,indeed,275,
5332,101684032,καὶ,and,275,
5333,101684033,φιλῶ,love,275,
5334,101684034,",",",",275,
5335,101684035,πείσομαι,I will obey,275,
5336,101684036,δὲ,but,275,
5337,101684037,μᾶλλον,rather,275,
5338,101684038,τῷ,the,275,
5339,101684039,θεῷ,god,275,
5340,101684040,ἢ,than,275,
5341,101684041,ὑμῖν,you,275,
5342,101684042,",",",",275,
5343,101684043,καὶ,and,275,
5344,101684044,ἕωσπερ,as long as,275,
5345,101684045,ἂν,if,275,
5346,101684046,ἐμπνέω,breathe,275,
5347,101684047,καὶ,and,275,
5348,101684048,οἷός,able,275,
5349,101684049,τε,and,275,
5350,101684050,ὦ,am,275,
5351,101684051,",",",",275,
5352,101684052,οὐ,not,275,
5353,101684053,μὴ,not,275,
5354,101684054,παύσωμαι,I will cease,275,
5355,101684055,φιλοσοφῶν,practicing philosophy,275,
5356,101684056,καὶ,and,275,
5357,101684057,ὑμῖν,to you,275,
5358,101684058,παρακελευόμενός,exhorting,275,
5359,101684059,τε,and,275,
5360,101684060,καὶ,and,275,
5361,101684061,ἐνδεικνύμενος,showing,275,
5362,101684062,ὅτῳ,to whom,275,
5363,101684063,ἂν,,275,
5364,101684064,ἀεὶ,always,275,
5365,101684065,ἐντυγχάνω,I meet,275,
5366,101684066,ὑμῶν,your,275,
5367,101684067,",",",",275,
5368,101684068,λέγων,saying,275,
5369,101684069,οἷάπερ,such things as,275,
5370,101684070,εἴωθα,I am accustomed,275,
5371,101684071,",",",",275,
5372,101684072,ὅτι,that,275,
5373,101684073,,,275,
5374,101684074,ὦ,O,275,
5375,101684075,ἄριστε,best,275,
5376,101684076,ἀνδρῶν,of men,275,
5377,101684077,",",",",275,
5378,101684078,Ἀθηναῖος,Athenian,275,
5379,101684079,ὤν,being,275,
5380,101684080,",",",",275,
5381,101684081,πόλεως,of the city,275,
5382,101684082,τῆς,the,275,
5383,101684083,μεγίστης,greatest,275,
5384,101684084,καὶ,and,275,
5385,101684085,εὐδοκιμωτάτης,most-renowned,275,
5386,101684086,εἰς,in,275,
5387,101684087,σοφίαν,wisdom,275,
5388,101684088,καὶ,and,275,
5389,101684089,ἰσχύν,strength,275,
5390,101684090,",",",",275,
5391,101684091,χρημάτων,of money,275,
5392,101684092,μὲν,on the one hand,275,
5393,101684093,οὐκ,not,275,
5394,101684094,αἰσχύνῃ,ashamed,275,
5395,101684095,ἐπιμελούμενος,caring,275,
5396,101684096,ὅπως,how,275,
5397,101684097,σοι,to you,275,
5398,101684098,ἔσται,will be,275,
5399,101684099,ὡς,as,275,
5400,101684100,πλεῖστα,most,275,
5401,101684101,",",",",275,
5402,101684102,καὶ,and,275,
5403,101684103,δόξης,of reputation,275,
5404,101684104,καὶ,and,275,
5405,101684105,τιμῆς,honor,275,
5406,101684106,",",",",275,
5407,101684107,φρονήσεως,of wisdom,275,
5408,101684108,δὲ,but,275,
5409,101684109,καὶ,and,275,
5410,101684110,ἀληθείας,truth,275,
5411,101684111,καὶ,and,275,
5412,101684112,τῆς,the,275,
5413,101684113,ψυχῆς,soul,275,
5414,101684114,ὅπως,how,275,
5415,101684115,ὡς,as,275,
5416,101684116,βελτίστη,best,275,
5417,101684117,ἔσται,will be,275,
5418,101684118,οὐκ,not,275,
5419,101684119,ἐπιμελῇ,take care,275,
5420,101684120,οὐ,not,275,
5421,101684121,-δὲ,but,275,
5422,101684122,φροντίζεις,care,275,
5423,101684123,,,275,
5424,101684124,;,;,275,
5425,101684125,καὶ,and,276,
5426,101684126,ἐάν,if,276,
5427,101684127,τις,someone,276,
5428,101684128,ὑμῶν,of you,276,
5429,101684129,ἀμφισβητήσῃ,contests,276,
5430,101684130,και,and,276,
5431,101684131,φῇ,says,276,
5432,101684132,ἐπιμελεῖσθαι,to care,276,
5433,101684133,",",",",276,
5434,101684134,οὐκ,not,276,
5435,101684135,εὐθὺς,immediately,276,
5436,101684136,ἀφήσω,will leave,276,
5437,101684137,αὐτὸν,him,276,
5438,101684138,οὐ,not,276,
5439,101684139,-δ’,but,276,
5440,101684140,ἄπειμι,I go away,276,
5441,101684141,",",",",276,
5442,101684142,ἀλλ’,but,276,
5443,101684143,ἐρήσομαι,I will ask,276,
5444,101684144,αὐτὸν,him,276,
5445,101684145,καὶ,and,276,
5446,101684146,ἐξετάσω,I will examine,276,
5447,101684147,καὶ,and,276,
5448,101684148,ἐλέγξω,I will refute,276,
5449,101684149,",",",",276,
5450,101684150,καὶ,and,276,
5451,101684151,ἐάν,if,276,
5452,101684152,μοι,to me,276,
5453,101684153,μὴ,not,276,
5454,101684154,δοκῇ,it seems,276,
5455,101684155,κεκτῆσθαι,to possess,276,
5456,101684156,ἀρετήν,virtue,276,
5457,101684157,",",",",276,
5458,101684158,φάναι,to say,276,
5459,101684159,δέ,but,276,
5460,101684160,",",",",276,
5461,101684161,ὀνειδιῶ,I will reproach,276,
5462,101684162,ὅτι,that,276,
5463,101684163,τὰ,the,276,
5464,101684164,πλείστου,most,276,
5465,101684165,ἄξια,worth,276,
5466,101684166,περὶ,about,276,
5467,101684167,ἐλαχίστου,of the least,276,
5468,101684168,ποιεῖται,values,276,
5469,101684169,",",",",276,
5470,101684170,τὰ,the,276,
5471,101684171,δὲ,and,276,
5472,101684172,φαυλότερα,worse things,276,
5473,101684173,περὶ,about,276,
5474,101684174,πλείονος,more,276,
5475,101684175,.,.,276,
5476,101684176,ταῦτα,these things,277,
5477,101684177,καὶ,and,277,
5478,101684178,νεωτέρῳ,younger,277,
5479,101684179,καὶ,and,277,
5480,101684180,πρεσβυτέρῳ,to older men,277,
5481,101684181,ὅτῳ,whomever,277,
5482,101684182,ἂν,if,277,
5483,101684183,ἐντυγχάνω,I converse with,277,
5484,101684184,ποιήσω,will do,277,
5485,101684185,",",",",277,
5486,101684186,καὶ,and,277,
5487,101684187,ξένῳ,foreigner,277,
5488,101684188,καὶ,and,277,
5489,101684189,ἀστῷ,citizen,277,
5490,101684190,",",",",277,
5491,101684191,μᾶλλον,rather,277,
5492,101684192,δὲ,but,277,
5493,101684193,τοῖς,the,277,
5494,101684194,ἀστοῖς,citizens,277,
5495,101684195,",",",",277,
5496,101684196,ὅσῳ,as much as,277,
5497,101684197,μου,of me,277,
5498,101684198,ἐγγυτέρω,closer,277,
5499,101684199,ἐστὲ,are,277,
5500,101684200,γένει,family,277,
5501,101684201,.,.,277,
5502,101684202,ταῦτα,these things,278,
5503,101684203,γὰρ,for,278,
5504,101684204,κελεύει,commands,278,
5505,101684205,ὁ,the,278,
5506,101684206,θεός,god,278,
5507,101684207,",",",",278,
5508,101684208,εὖ,know,278,
5509,101684209,ἴστε,you know,278,
5510,101684210,",",",",278,
5511,101684211,καὶ,and,278,
5512,101684212,ἐγὼ,I,278,
5513,101684213,οἴομαι,think,278,
5514,101684214,οὐδέν,nothing,278,
5515,101684215,πω,yet,278,
5516,101684216,ὑμῖν,to you,278,
5517,101684217,μεῖζον,greater,278,
5518,101684218,ἀγαθὸν,good,278,
5519,101684219,γενέσθαι,to become,278,
5520,101684220,ἐν,in,278,
5521,101684221,τῇ,the,278,
5522,101684222,πόλει,city,278,
5523,101684223,ἢ,than,278,
5524,101684224,τὴν,the,278,
5525,101684225,ἐμὴν,my,278,
5526,101684226,τῷ,of the,278,
5527,101684227,θεῷ,god's,278,
5528,101684228,ὑπηρεσίαν,service,278,
5529,101684229,.,.,278,
5530,101684230,οὐδὲν,nothing,279,
5531,101684231,γὰρ,for,279,
5532,101684232,ἄλλο,other,279,
5533,101684233,πράττων,doing,279,
5534,101684234,ἐγὼ,I,279,
5535,101684235,περιέρχομαι,go about,279,
5536,101684236,ἢ,than,279,
5537,101684237,πείθων,persuading,279,
5538,101684238,ὑμῶν,you,279,
5539,101684239,καὶ,and,279,
5540,101684240,νεωτέρους,younger,279,
5541,101684241,καὶ,and,279,
5542,101684242,πρεσβυτέρους,older,279,
5543,101684243,μή,not,279,
5544,101684244,-τε,-both,279,
5545,101684245,σωμάτων,of bodies,279,
5546,101684246,ἐπιμελεῖσθαι,to take care of,279,
5547,101684247,μή,not,279,
5548,101684248,-τε,-or,279,
5549,101684249,χρημάτων,of money,279,
5550,101684250,πρότερον,first,279,
5551,101684251,μη,not,279,
5552,101684252,-δὲ,not even,279,
5553,101684253,οὕτω,so,279,
5554,101684254,σφόδρα,much,279,
5555,101684255,ὡς,as,279,
5556,101684256,τῆς,of the,279,
5557,101684257,ψυχῆς,of the soul,279,
5558,101684258,ὅπως,that,279,
5559,101684259,ὡς,how,279,
5560,101684260,ἀρίστη,best,279,
5561,101684261,ἔσται,will be,279,
5562,101684262,",",",",279,
5563,101684263,λέγων,saying,279,
5564,101684264,ὅτι,that,279,
5565,101684265,,,279,
5566,101684266,οὐκ,not,279,
5567,101684267,ἐκ,from,279,
5568,101684268,χρημάτων,of money,279,
5569,101684269,ἀρετὴ,virtue,279,
5570,101684270,γίγνεται,comes to be,279,
5571,101684271,",",",",279,
5572,101684272,ἀλλ',but,279,
5573,101684273,ἐξ,from,279,
5574,101684274,ἀρετῆς,from virtue,279,
5575,101684275,χρήματα,money,279,
5576,101684276,καὶ,and,279,
5577,101684277,τὰ,the,279,
5578,101684278,ἄλλα,other,279,
5579,101684279,ἀγαθὰ,good things,279,
5580,101684280,τοῖς,to,279,
5581,101684281,ἀνθρώποις,people,279,
5582,101684282,ἅπαντα,all,279,
5583,101684283,καὶ,and,279,
5584,101684284,ἰδίᾳ,privately,279,
5585,101684285,καὶ,and,279,
5586,101684286,δημοσίᾳ,publicly,279,
5587,101684287,,,279,
5588,101684288,.,.,279,
5589,101684289,εἰ,if,280,
5590,101684290,μὲν,indeed,280,
5591,101684291,οὖν,then,280,
5592,101684292,ταῦτα,these things,280,
5593,101684293,λέγων,saying,280,
5594,101684294,διαφθείρω,I corrupt,280,
5595,101684295,τοὺς,the,280,
5596,101684296,νέους,young men,280,
5597,101684297,",",",",280,
5598,101684298,ταῦτ',these things,280,
5599,101684299,ἂν,if,280,
5600,101684300,εἴη,were,280,
5601,101684301,βλαβερά,harmful,280,
5602,101684302,.,.,280,
5603,101684303,εἰ,if,281,
5604,101684304,δέ,but,281,
